CountryID,Year,Month,Day,Latitude,Longitude,Altitude,Area,HostCultivar,GrowthStage,StemRustSeverity,StemRustIncidence,Binary disease presence
ET,2015,11,2,9.6677,37.1527,2511,-99,Dandaa,5,1,1,1
ET,2015,11,2,9.6714,37.1086,2484,-99,Digalu,5,1,1,1
ET,2015,11,2,9.6736,37.0866,2531,-99,Dandaa,5,1,1,1
ET,2015,11,2,9.6740,37.1036,2493,-99,Dandaa,5,0,0,0
ET,2015,11,2,9.6745,37.0765,2563,-99,Dandaa,5,1,1,1
ET,2015,11,2,9.6755,37.0745,2565,-99,Dandaa,5,0,0,0
ET,2015,11,2,9.6758,37.0932,2526,-99,Dandaa,5,0,0,0
ET,2015,11,2,9.7010,37.0668,2524,-99,Dandaa,5,0,0,0
ET,2015,11,2,9.7071,37.0567,2441,-99,Digalu,5,1,1,1
ET,2015,11,2,9.7188,37.0523,2378,-99,Dandaa,5,2,2,1
ET,2015,11,2,9.7361,37.0354,2398,-99,Digalu,5,1,1,1
ET,2015,11,2,9.7677,37.0179,2434,-99,Digalu,5,1,1,1
ET,2015,11,2,12.3494,39.3336,2236,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.3506,39.3519,2178,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.3508,39.4925,2490,2.500000e-01,Local,5,1,1,1
ET,2015,11,2,12.3508,39.4925,2490,2.500000e-01,Danda'a,5,2,1,1
ET,2015,11,2,12.3508,39.4925,2490,2.500000e-01,Hidasse,4,2,3,1
ET,2015,11,2,12.3508,39.4925,2490,2.500000e-01,Alidero,5,3,3,1
ET,2015,11,2,12.3528,39.4161,2545,2.500000e-01,Local ,4,0,0,0
ET,2015,11,2,12.3533,39.4000,2419,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.3694,39.4278,2530,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.4744,39.5211,2433,2.500000e-01,Kakaba,4,2,1,1
ET,2015,11,2,12.4861,39.3158,2586,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.4969,39.3239,2428,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.4969,39.3239,2428,2.500000e-01,unknown,5,1,2,1
ET,2015,11,2,12.5042,39.4117,2556,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.5050,39.4161,2583,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.5050,39.4161,2583,2.500000e-01,Kakaba,5,2,1,1
ET,2015,11,2,12.5050,39.4161,2583,2.500000e-01,Local,5,2,2,1
ET,2015,11,2,12.5081,39.2942,2376,2.500000e-01,Local,5,0,0,0
ET,2015,11,2,12.5119,39.4161,2028,2.500000e-01,Kakaba,5,3,2,1
ET,2015,11,2,12.5269,39.4711,2476,2.500000e-01,Tay,5,3,3,1
ET,2015,11,2,12.5372,39.5028,2491,2.500000e-01,Kakaba,5,2,2,1
ET,2015,11,2,12.5761,39.4806,2468,2.500000e-01,Digelu,4,3,3,1
ET,2015,11,2,12.5797,39.5353,2502,2.500000e-01,Kakaba,5,3,3,1
ET,2015,11,2,12.5983,39.5267,2474,2.500000e-01,Local,5,1,1,1
ET,2015,11,2,12.5983,39.5267,2474,2,Hidasse,5,2,2,1
ET,2015,11,2,12.5983,39.5267,2474,10,Digelu,5,3,3,1
ET,2015,11,2,12.6147,39.5225,2508,2.500000e-01,Kakaba,5,3,3,1
ET,2015,11,2,12.6289,39.5300,2538,2.500000e-01,Digelu,4,3,3,1
ET,2015,11,2,12.6422,39.5347,2575,2.500000e-01,Local,5,1,3,1
ET,2015,11,2,12.6422,39.5347,2575,2.500000e-01,Danda'a,4,2,1,1
ET,2015,11,2,12.6422,39.5347,2575,2.500000e-01,Danda'a,4,3,3,1
ET,2015,11,2,12.6450,39.5319,2580,2.500000e-01,Kakaba,5,3,3,1
ET,2015,11,2,12.7319,39.7003,1611,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.7494,39.6889,1651,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.7497,39.5256,2429,2.500000e-01,unknown,5,0,0,0
ET,2015,11,2,12.7758,39.4267,2443,2.500000e-01,unknown,4,0,0,0
ET,2015,11,2,12.7764,39.4861,2446,2.500000e-01,unknown,5,0,0,0
ET,2015,11,2,12.7769,39.5617,2290,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.8094,39.5481,2454,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.8739,39.5558,2755,10,kingbird,5,0,0,0
ET,2015,11,2,12.9142,39.4264,2690,2.500000e-01,Local,4,0,0,0
ET,2015,11,2,12.9203,39.5747,2567,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.9222,39.5661,2544,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.9250,39.5508,2515,2.500000e-01,Hidasse,4,0,0,0
ET,2015,11,2,12.9269,39.5344,2457,2.500000e-01,Kakaba,5,0,0,0
ET,2015,11,2,12.9295,39.5564,2478,2.500000e-01,Hidasse,4,2,1,1
ET,2015,11,2,12.9486,39.5571,2513,2.500000e-01,Digelu,4,2,3,1
ET,2015,11,2,12.9655,37.0558,2542,2.500000e-01,mekelle 3,4,0,0,0
ET,2015,11,2,12.9655,39.5577,2542,2.500000e-01,kingbird,4,0,0,0
ET,2015,11,2,12.9655,39.5577,2542,2.500000e-01,Mekelle 4,4,2,1,1
ET,2015,11,3,8.7359,36.4710,2195,-99,Dandaa,5,0,0,0
ET,2015,11,3,8.7363,36.4760,2313,-99,Dandaa,5,1,1,1
ET,2015,11,3,8.7753,36.4761,2427,-99,Dandaa,5,0,0,0
ET,2015,11,3,8.8009,36.4746,2452,-99,Dandaa,5,0,0,0
ET,2015,11,3,8.8095,36.4757,2438,-99,Digalu,5,1,1,1
ET,2015,11,3,8.8381,36.4763,2422,-99,Digalu,5,1,1,1
ET,2015,11,3,8.8515,36.4721,2417,-99,Dandaa,5,1,1,1
ET,2015,11,3,8.8672,36.4718,2260,-99,Digalu,5,1,1,1
ET,2015,11,3,8.9067,36.4696,2202,-99,Dandaa,5,1,1,1
ET,2015,11,3,8.9197,36.4722,2201,-99,Digalu,5,0,0,0
ET,2015,11,3,9.1416,38.4560,2321,-99,NaN,-9,1,1,1
ET,2015,11,3,9.1949,38.0456,2597,-99,NaN,-9,0,0,0
ET,2015,11,3,9.2231,38.4316,2628,-99,NaN,-9,0,0,0
ET,2015,11,3,9.2870,38.5140,2600,-99,NaN,-9,1,1,1
ET,2015,11,3,9.2973,38.5247,2401,-99,NaN,-9,1,1,1
ET,2015,11,3,9.4581,38.4643,2696,-99,NaN,-9,0,0,0
ET,2015,11,4,9.1252,39.0971,2626,-99,NaN,-9,0,0,0
ET,2015,11,4,9.1667,39.1118,2847,-99,NaN,-9,2,1,1
ET,2015,11,4,9.1821,38.5769,2616,-99,NaN,-9,1,1,1
ET,2015,11,4,9.2109,39.1375,2898,-99,NaN,-9,0,0,0
ET,2015,11,4,9.2960,38.0525,2806,-99,NaN,-9,0,0,0
ET,2015,11,4,9.3986,39.2825,2809,-99,NaN,-9,1,1,1
ET,2015,11,4,9.4084,38.0119,2593,-99,NaN,-9,1,1,1
ET,2015,11,4,9.4127,39.1628,2681,-99,NaN,-9,0,0,0
ET,2015,11,4,9.4220,39.0468,2412,-99,NaN,-9,0,0,0
ET,2015,11,4,9.4517,38.7474,2710,-99,NaN,-9,0,0,0
ET,2015,11,4,9.4631,39.0892,2603,-99,NaN,-9,0,0,0
ET,2015,11,4,9.4669,38.9891,2594,-99,NaN,-9,0,0,0
ET,2015,11,4,9.4759,39.1197,2866,-99,NaN,-9,0,0,0
ET,2015,11,4,9.5143,39.1114,2625,-99,NaN,-9,0,0,0
ET,2015,11,4,9.8681,39.2291,2722,-99,NaN,-9,1,1,1
ET,2015,11,5,8.7185,37.4145,2331,1.200000e-01,digelu,5,2,3,1
ET,2015,11,5,8.7217,37.4252,2430,1.200000e-01,digelu,5,1,1,1
ET,2015,11,5,8.7339,37.4605,2502,5.000000e-01,digelu,5,1,1,1
ET,2015,11,5,8.7374,37.4804,2512,1.200000e-01,digelu,5,1,1,1
ET,2015,11,5,8.8196,37.6015,2463,5.000000e-01,digelu,5,2,3,1
ET,2015,11,5,8.8470,37.6615,2480,1.200000e-01,digelu,5,1,1,1
ET,2015,11,5,8.8603,37.7022,2426,5.000000e-01,digelu,6,2,3,1
ET,2015,11,5,8.8635,37.6918,2462,1.200000e-01,digelu,5,2,2,1
ET,2015,11,5,8.8756,37.7489,2236,1,digelu,6,3,3,1
ET,2015,11,5,8.9661,37.9160,2226,1,durum,5,1,1,1
ET,2015,11,5,8.9705,37.9338,2347,5.000000e-01,durum,6,0,0,0
ET,2015,11,5,8.9705,37.9338,2347,5.000000e-01,durum,5,1,1,1
ET,2015,11,5,8.9766,37.7523,2095,5.000000e-01,digelu,6,2,2,1
ET,2015,11,5,8.9889,37.7879,1954,1.200000e-01,kakaba,6,1,1,1
ET,2015,11,5,9.0003,38.1536,2196,1.200000e-01,Danda,6,1,1,1
ET,2015,11,5,9.2417,39.2095,2906,-99,NaN,-9,0,0,0
ET,2015,11,5,9.2950,39.2460,2823,-99,NaN,-9,0,0,0
ET,2015,11,5,9.3340,39.2833,2797,-99,NaN,-9,0,0,0
ET,2015,11,5,9.3864,39.3051,2812,-99,NaN,-9,1,1,1
ET,2015,11,6,8.5998,38.0102,2027,-99,NaN,-9,1,1,1
ET,2015,11,6,9.0228,38.2381,2609,-99,NaN,-9,1,2,1
ET,2015,11,6,9.0382,38.2772,2403,-99,NaN,-9,1,1,1
ET,2015,11,6,9.0488,38.2379,2476,-99,NaN,-9,1,1,1
ET,2015,11,6,9.1339,38.2365,2597,-99,NaN,-9,0,0,0
ET,2015,11,6,9.1670,38.2264,2619,-99,NaN,-9,1,1,1
ET,2015,11,7,8.3435,37.5851,2018,-99,NaN,-9,2,3,1
ET,2015,11,7,8.4076,37.7627,2434,-99,NaN,-9,1,1,1
ET,2015,11,7,8.5422,37.5224,2502,-99,NaN,-9,0,0,0
ET,2015,11,7,8.5634,37.3340,2359,-99,NaN,-9,1,3,1
ET,2015,11,7,8.5804,37.3937,2427,-99,NaN,-9,1,2,1
ET,2015,11,7,8.5886,37.3878,2369,-99,NaN,-9,1,1,1
ET,2015,11,7,8.5931,37.4298,2345,-99,NaN,-9,1,1,1
ET,2015,11,7,9.5618,37.5140,1260,-99,NaN,-9,1,1,1
ET,2015,11,8,8.3673,38.0180,2267,-99,NaN,-9,3,3,1
ET,2015,11,8,8.3770,38.3572,2389,-99,NaN,-9,3,3,1
ET,2015,11,8,8.3889,38.0668,2345,-99,NaN,-9,3,3,1
ET,2015,11,8,8.4109,38.1410,2150,-99,NaN,-9,3,3,1
ET,2015,11,8,8.4116,38.3571,2093,-99,NaN,-9,3,3,1
ET,2015,11,8,8.4985,38.3922,2309,-99,NaN,-9,0,0,0
ET,2015,11,8,8.5118,38.3946,2329,-99,NaN,-9,0,0,0
ET,2015,11,8,8.6955,38.3331,2196,-99,NaN,-9,3,3,1
ET,2015,11,10,13.2251,39.2454,2204,5.000000e-01,Local,4,0,0,0
ET,2015,11,10,13.3117,39.3014,2210,3,Kakaba ,3,0,0,0
ET,2015,11,10,13.3117,39.3011,2171,2,Kakaba ,4,0,0,0
ET,2015,11,10,13.3117,39.3017,2270,5.000000e-01,Local,5,0,0,0
ET,2015,11,10,13.3210,39.5207,2201,5.000000e-01,Local,5,0,0,0
ET,2015,11,19,7.3178,37.7801,2718,2.500000e-01,Digalu,5,1,3,1
ET,2015,11,19,7.3364,37.6868,2500,2.500000e-01,Digalu,5,3,3,1
ET,2015,11,19,7.3786,37.7910,2489,1.300000e-01,Ogolcho,5,0,0,0
ET,2015,11,19,7.3786,37.7910,2489,1.300000e-01,Hidase,5,2,3,1
ET,2015,11,19,7.3799,37.7205,2580,5.000000e-01,Kakaba,5,2,3,1
ET,2015,11,19,7.3799,37.7205,2580,5.000000e-01,Digalu,5,3,3,1
ET,2015,11,19,7.3851,37.7623,2517,5.000000e-01,Digalu,5,2,3,1
ET,2015,11,19,7.4059,37.7607,2430,5.000000e-01,Danda,5,3,3,1
ET,2015,11,19,7.4163,37.7963,2420,1,Digalu,5,3,3,1
ET,2015,11,19,7.7557,37.7541,2483,2.500000e-01,Danda,5,2,3,1
ET,2015,11,20,7.3273,37.8486,2381,7.500000e-01,Danda,5,1,3,1
ET,2015,11,20,7.3570,37.8636,2243,2.500000e-01,Danda,5,2,3,1
ET,2015,11,20,7.3816,37.8535,2180,1,Digalu,5,3,3,1
ET,2015,11,20,7.5093,37.7736,2140,5.000000e-01,Digalu,5,3,3,1
ET,2015,11,20,7.5180,37.8227,2160,2.500000e-01,Digalu,5,3,3,1
ET,2015,11,20,7.6070,37.8759,2341,2.500000e-01,Digalu,5,2,3,1
ET,2015,11,20,7.6242,37.8577,2343,1.300000e-01,Digalu,5,3,3,1
ET,2015,11,20,7.6567,37.8382,2520,1.300000e-01,Danda,5,2,3,1
ET,2015,11,20,7.6570,37.8868,2413,2.500000e-01,Danda,5,2,3,1
ET,2015,11,20,7.7143,37.8321,2733,5.000000e-01,Danda,5,1,3,1
ET,2015,11,20,7.7502,37.8248,2488,5.000000e-01,Danda,5,1,2,1
ET,2015,11,23,6.8736,37.7781,2186,5.000000e-01,Danda,5,1,3,1
ET,2015,11,23,6.8957,37.8129,2210,2.500000e-01,Danda,5,1,3,1
ET,2015,11,23,6.9235,37.8413,2088,5.000000e-01,Danda,5,1,3,1
ET,2015,11,23,6.9396,37.8409,2086,2.500000e-01,Danda,4,1,3,1
ET,2015,11,23,7.0713,40.1900,2436,2.000000e-01,Unknown,4,1,1,1
ET,2015,11,23,7.0714,40.1900,2436,2.000000e-01,Unknown,4,0,0,0
ET,2015,11,23,7.1120,40.2193,2420,5,unknown,4,3,3,1
ET,2015,11,23,7.1159,40.2286,2446,5,Sanate,4,0,0,0
ET,2015,11,23,7.1329,39.9211,2530,5.000000e-01,Sanate,5,1,1,1
ET,2015,11,24,7.2117,39.8743,2573,2.000000e-01,Huluka,4,0,0,0
ET,2015,12,3,6.2764,38.3039,2761,7.500000e-01,Ogolcho,5,1,3,1
ET,2015,12,3,6.2861,38.3051,2801,5.000000e-01,Ogolcho,5,1,3,1
ET,2015,12,3,6.2945,38.3029,2778,5.000000e-01,Ogolcho,5,3,3,1
ET,2015,12,3,6.3290,38.3031,2668,4.000000e-02,Digelu,5,3,3,1
ET,2015,12,4,6.3320,38.3262,2706,1.000000e-02,Hidasse,5,3,3,1
ET,2015,12,4,6.3335,38.3267,2694,2,Shorima,3,2,3,1
ET,2015,12,4,6.3335,38.3267,2694,2,Danda'a,4,3,3,1
ET,2015,12,4,6.3337,38.3270,2693,1.300000e-01,Digelu,4,3,3,1
ET,2015,12,4,6.3397,38.3278,2680,1.300000e-01,Digelu,4,3,3,1
ET,2015,12,4,6.3445,38.3418,2551,1,Danada'a,4,3,3,1
ET,2015,12,4,6.3446,38.3416,2651,4,Kekeba,5,3,3,1
ET,2015,12,4,6.3449,38.3414,2551,2,Hidasse,4,2,3,1
ET,2015,12,5,6.1797,38.2432,2838,1.000000e-02,#35,4,3,3,1
ET,2015,12,5,6.1804,38.2434,2829,4.000000e-02,Kubsa,3,3,3,1
ET,2015,12,5,6.1917,38.2140,2312,1.300000e-01,Danda'a,5,0,0,0
ET,2015,12,5,6.3016,38.4012,2589,1.300000e-01,Danada'a,3,2,3,1
ET,2015,12,5,6.3798,38.3741,2609,7.500000e-01,Kekeba,4,3,3,1
ET,2015,12,5,6.3884,38.3849,2635,4.000000e-02,Triticale,4,0,0,0
ET,2015,12,5,6.3884,38.3849,2635,4.000000e-02,Hidasse,4,3,3,1
ET,2015,12,5,6.3885,38.3855,2632,4.000000e-02,Kekeba,4,2,3,1
ET,2016,1,19,6.8438,40.3892,1991,2.500000e-01,Kakaba,5,3,3,1
ET,2016,1,19,6.8731,40.4146,1729,2.500000e-01,Kakaba,5,3,3,1
ET,2016,1,19,6.9878,40.3539,2134,1.500000e+00,unknown,5,1,3,1
ET,2016,1,19,6.9982,40.4674,1824,1.000000e-02,unknown,5,1,3,1
ET,2016,1,19,6.9983,40.4678,1813,2.500000e-01,unknown,5,1,1,1
ET,2016,1,19,7.0084,40.4900,1786,2.500000e-01,unknown,5,1,1,1
ET,2016,1,19,7.0101,40.3096,2242,5,Danda&#39;a,5,3,3,1
ET,2016,1,19,7.0123,40.4245,1928,1,Danda&#39;a,5,1,1,1
ET,2016,1,19,7.0213,40.3137,2257,1,Meda walabu,5,1,3,1
ET,2016,1,19,7.0244,40.3318,2206,7.500000e-01,Ejersa,5,2,3,1
ET,2016,1,19,7.0828,40.5277,1742,5.000000e-01,unknown,5,3,3,1
ET,2016,1,20,7.2862,40.4913,2096,5.000000e-01,Danda&#39;a,5,1,1,1
ET,2016,1,20,7.3400,40.4988,2020,5.000000e-01,Kubsa,5,2,3,1
ET,2016,1,20,7.4391,40.5440,2037,5.000000e-01,Danda&#39;a,5,2,3,1
ET,2016,1,20,7.4505,40.5731,1958,2.500000e-01,Obsa,5,1,1,1
ET,2016,1,20,7.4575,40.5895,1932,5.000000e-01,unknown,5,1,1,1
ET,2016,1,20,7.4756,40.6186,1919,2.500000e-01,Ejersa,5,1,3,1
ET,2016,1,21,7.0760,40.6630,1893,2.500000e-01,Kakaba,4,1,1,1
ET,2016,1,21,7.1018,40.6453,1934,2.500000e-01,Kakaba,4,1,1,1
ET,2016,1,21,7.1082,40.6332,1954,1,Kakaba,4,1,3,1
ET,2016,1,21,7.1254,40.6373,1960,5.000000e-01,Kakaba,4,1,1,1
ET,2016,1,21,7.1386,40.6634,1953,5.000000e-01,Kakaba,4,1,1,1
ET,2016,1,21,7.1482,40.6743,1953,5.000000e-01,Kakaba,4,1,1,1
ET,2016,1,21,7.1496,40.7122,1927,2.500000e-01,unknown,5,3,3,1
ET,2016,1,21,7.1665,40.7202,1891,5.000000e-01,unknown,5,1,3,1
ET,2016,1,21,7.1750,40.7206,1903,2.500000e-01,Ejersa,5,1,3,1
ET,2016,1,21,7.1751,40.7207,1903,5.000000e-01,Kakaba,4,2,3,1
ET,2016,1,21,7.1773,40.7114,1912,5.000000e-02,Kakaba,4,1,3,1
ET,2016,1,21,7.1800,40.7350,1862,1,Kakaba,5,3,3,1
ET,2016,1,21,7.2089,40.7320,1929,2,unknown,5,2,3,1
ET,2016,1,21,7.2422,40.7167,1947,5.000000e-01,Kakaba,5,2,3,1
ET,2016,1,21,7.2634,40.8426,1749,5.000000e-01,unknown,5,0,0,0
ET,2016,1,21,7.2663,40.8515,1749,5.000000e-01,unknown,5,0,0,0
ET,2016,1,22,7.0056,40.8465,1319,2.500000e-01,Holandi,5,1,1,1
ET,2016,1,22,7.0103,40.8501,1314,2.500000e-01,unknown,5,0,0,0
ET,2016,1,22,7.0969,40.7838,1442,2.500000e-01,unknown,5,2,3,1
ET,2016,1,22,7.1489,40.6811,1954,2.500000e-01,unknown,4,1,1,1
ET,2016,1,22,7.1511,40.6696,1970,2.500000e-01,Kakaba,5,2,3,1
ET,2016,1,22,7.1552,40.6525,1988,1,unknown,5,2,3,1
ET,2016,1,22,7.1710,40.6395,2020,2.500000e-01,Kakaba,-9,1,3,1
ET,2016,1,22,7.1742,40.6234,2060,1,unknown,5,2,3,1
ET,2016,1,22,7.1861,40.6285,2057,5.000000e-01,Hidasie,5,1,3,1
ET,2016,1,23,7.1928,40.5934,2094,5.000000e-01,Danda&#39;a,5,2,3,1
ET,2016,1,23,7.2297,40.5129,2185,3,unknown,5,1,3,1
ET,2016,1,23,7.2394,40.4335,2289,5.000000e-02,unknown,5,2,3,1
ET,2016,1,23,7.2426,40.5267,2195,2.500000e-01,Danda&#39;a,5,1,3,1
ET,2016,1,23,7.2506,40.5038,2212,1,unknown,5,1,3,1
ET,2016,3,11,7.2581,37.7375,2288,1,ogolcho,5,1,2,1
ET,2016,3,11,7.2745,37.9336,2108,1.300000e-01,Hidasie,5,1,1,1
ET,2016,3,11,7.3273,37.8496,2383,5.000000e-01,Danda&#39;a,4,1,2,1
ET,2016,3,11,7.3445,37.9265,2163,1,Danda&#39;a,4,1,1,1
ET,2016,3,11,7.3743,37.8618,2198,2.500000e-01,local,5,1,1,1
ET,2016,3,11,7.3781,37.8927,2138,1.300000e-01,ogolcho,5,1,1,1
ET,2016,3,11,7.3790,37.8325,2245,2.500000e-01,Digelu,5,1,2,1
ET,2016,3,11,7.3790,37.8325,2245,2.500000e-01,ogolcho,5,2,3,1
ET,2016,3,11,7.4151,37.8519,2173,5.000000e-01,Danda&#39;a,5,1,1,1
ET,2016,3,11,7.4611,37.8397,2203,5.000000e-01,ogolcho,4,1,1,1
ET,2016,3,11,7.5352,37.8411,2137,2.500000e-01,Kakaba,5,0,0,0
ET,2016,3,11,7.6224,37.7542,2484,5.000000e-01,Hidasie,4,1,1,1
ET,2016,3,17,11.3905,37.1092,1979,NaN,NaN,3,0,0,0
ET,2016,3,17,11.3905,37.1092,1979,NaN,NaN,3,1,1,1
ET,2016,3,18,11.3624,37.1173,1998,NaN,NaN,6,1,1,1
ET,2016,3,18,11.3845,37.0917,1966,2.500000e-01,NaN,6,1,1,1
ET,2016,3,19,11.4076,37.1052,1988,NaN,NaN,3,3,1,1
ET,2016,3,20,10.7841,36.9799,2275,2.500000e-01,NaN,3,1,1,1
ET,2016,4,11,7.3575,37.7039,2754,2.500000e-01,Hidasie,4,1,1,1
ET,2016,4,11,7.3879,37.7309,2669,5.000000e-01,Digelu,3,1,2,1
ET,2016,4,11,7.3883,37.7655,2535,7.500000e-01,ogolcho,4,1,1,1
ET,2016,4,11,7.4090,37.7827,2301,2.500000e-01,Hidasie,5,1,3,1
ET,2016,4,11,7.4165,37.7967,2280,2.500000e-01,shorima,4,1,1,1
ET,2016,4,11,7.5663,37.6639,1955,5.000000e-01,Danda&#39;a,4,1,3,1
ET,2016,4,11,7.5704,37.8352,2259,2.500000e-01,Hidasie,4,1,3,1
ET,2016,5,11,6.8829,37.7956,2222,2.500000e-01,Danda&#39;a,4,1,1,1
ET,2016,5,11,6.8945,37.8439,2117,2.500000e-01,Galama,4,1,1,1
ET,2016,5,11,6.8948,37.8803,1994,1.300000e-01,Danda&#39;a,4,1,3,1
ET,2016,5,11,6.9058,37.6957,1961,2.500000e-01,local,-9,0,0,0
ET,2016,5,11,6.9095,37.8174,2225,1,shorima,3,0,0,0
ET,2016,5,11,6.9169,37.6786,2006,1.300000e-01,Danda&#39;a,4,1,3,1
ET,2016,5,11,6.9360,37.6630,2059,1.300000e-01,Danda&#39;a,4,1,1,1
ET,2016,5,11,6.9413,37.8418,2209,1.300000e-01,kubsa,5,1,1,1
ET,2016,5,11,6.9499,37.8312,2029,2.500000e-01,Danda&#39;a,5,1,3,1
ET,2016,5,11,6.9534,37.8128,2054,2,shorima,5,0,0,0
ET,2016,7,27,7.5150,39.3972,2452,1.300000e-01,Ogelcho,5,0,0,0
ET,2016,7,27,7.5162,39.3309,2508,1.300000e-01,Unknown,5,0,0,0
ET,2016,7,27,7.5173,39.3262,2525,1.300000e-01,Enkoy,5,0,0,0
ET,2016,7,27,7.5174,39.3275,2522,1.300000e-01,Meda walabu,5,0,0,0
ET,2016,7,27,7.5196,39.3532,2432,1.300000e-01,Meda walabu,5,0,0,0
ET,2016,7,27,7.5670,39.3523,2510,1.300000e-01,Meda walabu,5,0,0,0
ET,2016,7,27,8.0325,39.5636,2698,5.000000e-01,Enkoy,5,0,0,0
ET,2016,7,27,8.0571,39.3078,2756,5.000000e-01,K6295 4A,3,0,0,0
ET,2016,7,27,8.0646,39.2686,2697,1.300000e-01,Danda&#39;a,5,0,0,0
ET,2016,7,29,8.1507,39.3184,2455,1.300000e-01,Kubsa,5,0,0,0
ET,2016,7,29,8.2390,39.5580,2533,1,K6295 4A,5,0,0,0
ET,2016,7,29,8.2572,39.5948,2562,5.000000e-01,K6295 4A,5,0,0,0
ET,2016,7,29,8.2688,39.6166,2575,5.000000e-01,Digelu,5,1,1,1
ET,2016,7,29,8.2724,39.7450,2757,1,K6295 4A,5,0,0,0
ET,2016,7,29,8.2758,39.6858,2605,1,K6295 4A,5,0,0,0
ET,2016,7,29,8.2813,39.7202,2705,5.000000e-01,K6295 4A,5,0,0,0
ET,2016,7,29,8.2848,39.6411,2585,5.000000e-01,K6295 4A,5,0,0,0
ET,2016,7,29,8.2861,39.8240,2813,1.300000e-01,Unknown,5,0,0,0
ET,2016,7,29,8.2943,39.8449,2703,1,K6295 4A,5,0,0,0
ET,2016,7,29,8.3270,39.8600,2737,5.000000e-01,K6295 4A,5,0,0,0
ET,2016,7,29,8.3530,39.8758,2598,5.000000e-01,Digelu,5,0,0,0
ET,2016,7,29,8.3754,39.8665,2473,5.000000e-01,Digelu,5,0,0,0
ET,2016,8,9,6.8761,37.7817,2156,2.500000e-01,Digelu,1,0,0,0
ET,2016,8,9,6.8886,37.8039,2207,1.300000e-01,Danda&#39;a,1,0,0,0
ET,2016,8,9,6.9533,37.8100,2036,7.500000e-01,Kakaba,1,0,0,0
ET,2016,8,9,6.9642,37.8017,2037,3.800000e-01,Danda&#39;a,2,0,0,0
ET,2016,8,10,12.7460,39.5261,2460,20,kingbird,4,0,0,0
ET,2016,8,10,12.7562,39.5120,2528,5.000000e-01,Kakaba,5,0,0,0
ET,2016,8,10,12.8447,39.5514,2943,2.500000e-01,Mekelle 4,4,0,0,0
ET,2016,8,10,12.8786,39.5613,2760,5.000000e-01,Danda&#39;a,7,0,0,0
ET,2016,8,10,12.9104,39.5240,2718,16,kingbird,4,0,0,0
ET,2016,8,10,12.9231,39.4941,2648,2.500000e-01,Danda&#39;a,4,0,0,0
ET,2016,8,10,12.9269,39.5344,2457,2.500000e-01,Kakaba,5,0,0,0
ET,2016,8,10,12.9292,39.5632,2539,2.500000e-01,Danda&#39;a,4,0,0,0
ET,2016,8,10,12.9338,39.5362,2460,2.500000e-01,Danda&#39;a,5,0,0,0
ET,2016,8,10,12.9400,39.4713,2588,5.000000e-01,Danda&#39;a,4,0,0,0
ET,2016,8,10,12.9564,39.5261,2628,2.500000e-01,Danda&#39;a,4,0,0,0
ET,2016,8,10,12.9856,39.5428,2995,25,Kakaba,5,0,0,0
ET,2016,8,10,13.0074,39.5526,2612,5.000000e-01,Kakaba,4,0,0,0
ET,2016,8,10,13.0347,39.5197,2395,5.000000e-01,Kakaba,4,0,0,0
ET,2016,8,11,9.2701,37.1079,2354,2.500000e-01,Digelu,5,0,0,0
ET,2016,8,11,9.2933,37.1140,2868,5.000000e-01,Digelu,5,0,0,0
ET,2016,8,11,9.3001,37.1239,2645,5.000000e-01,Danda&#39;a,5,0,0,0
ET,2016,8,11,9.4155,37.1139,2282,5.000000e-01,Digelu,5,1,2,1
ET,2016,8,11,9.5087,37.1203,2290,5.000000e-01,Digelu,5,1,2,1
ET,2016,8,11,9.5087,37.1203,2290,2.500000e-01,HB-1307,6,3,3,1
ET,2016,8,11,9.5526,37.4070,2822,5.000000e-01,Digelu,5,0,0,0
ET,2016,8,11,9.5567,37.1025,2448,1,Digelu,5,1,2,1
ET,2016,8,11,12.3528,39.4161,2545,2.500000e-01,Local,4,0,0,0
ET,2016,8,11,12.3694,39.4278,2530,4,kingbird,5,0,0,0
ET,2016,8,11,12.5050,39.4161,2583,2.500000e-01,Kakaba,5,0,0,0
ET,2016,8,11,12.5178,39.4925,2490,2.500000e-01,Hidasie,4,0,0,0
ET,2016,8,11,12.5254,39.5061,2464,2.500000e-01,Danda&#39;a,3,0,0,0
ET,2016,8,11,12.5269,39.4711,2476,2.500000e-01,Danda&#39;a,4,0,0,0
