CountryID,Year,Month,Day,Latitude,Longitude,Altitude,Area,HostCultivar,GrowthStage,StemRustSeverity,StemRustIncidence,Binary disease presence
ET,2007,2,5,7.0518,39.1313,2408,1,HAR 1685,5,1,1,1
ET,2007,2,5,7.0885,39.1870,2388,-9.999900e+02,HAR 1685,5,1,1,1
ET,2007,2,5,8.0162,39.1519,2777,2,HAR 1685,5,1,2,1
ET,2007,2,7,7.3388,39.6922,1791,-9.999900e+02,Kubsa,6,1,2,1
ET,2007,2,7,8.0260,39.0463,1718,-9.999900e+02,Kubsa,5,2,2,1
ET,2007,2,26,7.3933,39.2701,2976,-9.999900e+02,Mixed,4,0,0,0
ET,2007,2,26,7.4093,39.3329,3008,-9.999900e+02,K-Variety,3,0,0,0
ET,2007,2,26,8.0205,39.1568,2156,-9.999900e+02,K-Variety,4,0,0,0
ET,2007,10,4,8.3781,39.3310,1573,-9.999900e+02,NaN,-9,0,0,0
ET,2007,10,8,7.1286,39.2604,2358,80,HAR 1889,5,1,1,1
ET,2007,10,8,7.1357,39.3361,2383,80,Hawi,5,1,2,1
ET,2007,10,8,7.1387,39.2722,2360,80,HAR 2501,5,1,1,1
ET,2007,10,8,7.1455,39.2854,2374,80,HAR 2508,4,1,1,1
ET,2007,10,8,7.1473,39.2678,2373,80,Galama,4,1,3,1
ET,2007,10,8,7.1639,39.3272,2382,80,Dodota,5,1,3,1
ET,2007,10,8,7.1680,39.2872,2380,80,Kubsa,5,1,2,1
ET,2007,10,8,7.1867,39.3304,2375,80,Galama,4,1,1,1
ET,2007,10,8,7.1925,39.3197,2381,80,HAR 1685,5,1,1,1
ET,2007,10,13,7.1980,38.6197,1991,-9.999900e+02,Pavon-76,5,1,2,1
ET,2007,10,16,8.4736,39.1884,2271,-9.999900e+02,Pavon,4,0,0,0
ET,2007,10,16,8.4736,39.1884,2271,-9.999900e+02,Tusie,6,1,1,1
ET,2007,10,16,8.4774,39.1569,2271,-9.999900e+02,Pavon,5,0,0,0
ET,2007,10,17,8.0382,39.0254,1677,-9.999900e+02,Kubsa,6,0,0,0
ET,2007,10,17,8.3733,38.5124,1864,1,Pavon,5,0,0,0
ET,2007,10,17,8.4170,38.5370,2006,-9.999900e+02,Kubsa,5,0,0,0
ET,2007,10,17,8.4533,38.5679,1920,1,Mixture,5,1,3,1
ET,2007,10,18,7.3956,39.2831,2908,7,Enkoy,-9,0,0,0
ET,2007,10,18,7.5420,39.2555,2873,8,Israel,-9,0,0,0
ET,2007,10,18,7.6233,39.2242,2509,6,Israel,-9,0,0,0
ET,2007,10,18,7.7065,39.1685,2600,6,HAR 604,-9,0,0,0
ET,2007,10,18,7.7065,39.1684,2500,8,Mix Tusie,-9,0,0,0
ET,2007,10,18,7.7385,39.2330,2492,6,HAR 604,-9,0,0,0
ET,2007,10,18,7.7466,39.0365,2461,8,HAR 1407,-9,0,0,0
ET,2007,10,19,7.1323,39.2589,2348,-9.999900e+02,Kubsa(HAR 1685),-9,1,1,1
ET,2007,10,19,7.1323,39.2589,2361,-9.999900e+02,Sofumer,-9,1,3,1
ET,2007,10,19,7.1413,39.2539,2386,-9.999900e+02,Pavone,-9,1,3,1
ET,2007,10,19,7.1438,39.2406,2390,-9.999900e+02,HAR 604(Galama),-9,1,2,1
ET,2007,10,19,7.1731,39.3348,2354,-9.999900e+02,Tuse,-9,0,0,0
ET,2007,10,19,7.1820,39.3325,2371,-9.999900e+02,Simba,-9,1,3,1
ET,2007,10,20,7.0041,39.0808,2463,-9.999900e+02,Unknown,-9,1,2,1
ET,2007,10,20,7.0243,38.8931,2586,-9.999900e+02,HAR 1407(Tuse),-9,1,2,1
ET,2007,10,20,7.1189,39.1989,2376,-9.999900e+02,#22 EWRTN(HAR 1349),-9,0,0,0
ET,2007,10,20,8.2045,38.5858,1605,1,pavon,5,1,1,1
ET,2007,10,20,8.4357,39.0020,1889,-9.999900e+02,Kubsa,5,0,0,0
ET,2007,10,20,8.4633,38.5555,1909,-9.999900e+02,Yerer,4,0,0,0
ET,2007,10,20,8.4715,38.5481,1922,1,Pavon,5,0,0,0
ET,2007,10,20,8.5067,38.5050,2183,-9.999900e+02,Kilinto,4,0,0,0
ET,2007,10,20,8.5067,38.5077,2123,1,Kubsa,5,0,0,0
ET,2007,10,20,8.5291,38.4701,2072,-9.999900e+02,Kilinto,4,0,0,0
ET,2007,10,21,7.1283,37.5583,2050,-9.999900e+02,Dashen,3,0,0,0
ET,2007,10,21,7.2100,37.5515,2172,1,Galema,4,0,0,0
ET,2007,10,21,7.2283,37.5128,2199,1,Galema,4,0,0,0
ET,2007,10,21,7.3147,37.5192,2220,1,Galema,4,0,0,0
ET,2007,10,21,7.3251,38.6578,1946,-9.999900e+02,HAR 1685,-9,0,0,0
ET,2007,10,21,7.3381,37.5260,2235,-9.999900e+02,Unknown,5,0,0,0
ET,2007,10,21,7.4055,37.5809,2130,-9.999900e+02,Galema(legicho-locally,4,0,0,0
ET,2007,10,21,7.4413,38.0630,2003,-9.999900e+02,Galema,4,0,0,0
ET,2007,10,21,7.4751,38.0824,2070,-9.999900e+02,Dashen,5,3,3,1
ET,2007,10,22,7.1373,38.3724,1972,-9.999900e+02,Pavon,4,0,0,0
ET,2007,10,22,7.1565,38.2914,-9,-9.999900e+02,Unknown,5,0,0,0
ET,2007,10,22,7.1756,38.3863,1938,3,Unknown,5,0,0,0
ET,2007,10,22,7.1756,38.3863,1938,3,kussa,5,1,3,1
ET,2007,10,22,7.1983,38.3907,1948,-9.999900e+02,Tc3B0,5,2,3,1
ET,2007,10,22,7.1983,38.3907,-9,-9.999900e+02,PBW343,5,3,1,1
ET,2007,10,22,7.1983,38.3907,1948,-9.999900e+02,Unknown,5,3,3,1
ET,2007,10,22,8.0024,38.3748,1758,-9.999900e+02,Mixture(pavon+kussa),5,1,1,1
ET,2007,10,22,8.0126,38.3252,1881,-9.999900e+02,Pavon,5,0,0,0
ET,2007,10,22,8.0382,38.3013,1846,-9.999900e+02,Simba,5,1,3,1
ET,2007,10,22,8.0743,38.2701,1857,-9.999900e+02,kussa,5,1,1,1
ET,2007,10,23,7.9728,39.0571,1530,-9.999900e+02,WANA VAR #33,-9,1,1,1
ET,2007,10,23,8.1672,38.3079,1949,-9.999900e+02,Mix(Most Kubsa),5,3,3,1
ET,2007,10,23,8.2315,38.3538,-9,1,Boohai,5,0,0,0
ET,2007,10,23,8.2904,38.3715,2282,-9.999900e+02,Kubsa,5,1,1,1
ET,2007,10,23,8.3367,38.3751,2165,-9.999900e+02,kussa,6,0,0,0
ET,2007,10,23,8.4336,38.3723,2063,-9.999900e+02,kussa,5,1,1,1
ET,2007,10,24,7.5401,39.9805,2449,-9.999900e+02,Medawelabu,-9,1,1,1
ET,2007,10,24,8.2932,39.4401,1793,-9.999900e+02,Batu,-9,2,2,1
ET,2007,10,25,7.7142,39.9243,2446,-9.999900e+02,HAR 2419,-9,2,1,1
ET,2007,10,25,7.7366,39.9261,2446,-9.999900e+02,HAR 1920,-9,1,3,1
ET,2007,11,5,7.5628,39.5939,2316,-9.999900e+02,Tusie,5,2,3,1
ET,2007,11,5,7.6032,39.5228,2361,-9.999900e+02,Tusie,5,1,2,1
ET,2007,11,6,8.9078,38.6492,2445,2,improved,5,0,0,0
ET,2007,11,6,8.9661,37.9169,2226,-9.999900e+02,unknown,6,1,1,1
ET,2007,11,6,8.9729,37.9513,2240,-9.999900e+02,unknown,6,1,1,1
ET,2007,11,6,8.9730,38.0078,2270,-9.999900e+02,unknown,6,2,1,1
ET,2007,11,6,8.9971,38.0623,2364,-9.999900e+02,unknown,6,1,1,1
ET,2007,11,6,9.3525,38.0661,2772,-9.999900e+02,unknown,6,0,0,0
ET,2007,11,6,9.4162,38.0171,2531,-9.999900e+02,unknown,4,0,0,0
ET,2007,11,6,9.5186,37.9776,2341,-9.999900e+02,unknown,5,0,0,0
ET,2007,11,6,9.5599,37.9554,2537,-9.999900e+02,unknown,3,0,0,0
ET,2007,11,6,9.5916,37.9372,2545,-9.999900e+02,Kubsa,4,0,0,0
ET,2007,11,7,8.0252,39.1748,2243,-9.999900e+02,Kubsa,6,0,0,0
ET,2007,11,7,8.0886,39.2232,2205,-9.999900e+02,Kubsa,5,1,2,1
ET,2007,11,7,9.0211,38.1904,2199,-9.999900e+02,unknown,5,1,1,1
ET,2007,11,7,9.0236,38.3671,2222,-9.999900e+02,unknown,6,0,0,0
ET,2007,11,7,9.0534,38.4416,2431,-9.999900e+02,unknown,6,0,0,0
ET,2007,11,7,9.1241,38.4452,2598,-9.999900e+02,unknown,5,1,3,1
ET,2007,11,7,9.2105,38.4062,2599,-9.999900e+02,unknown,4,0,0,0
ET,2007,11,7,9.2238,38.3974,2595,-9.999900e+02,unknown,5,0,0,0
ET,2007,11,7,9.2535,38.4404,2436,-9.999900e+02,unknown,6,0,0,0
ET,2007,11,7,9.3553,38.2848,2691,-9.999900e+02,unknown,4,0,0,0
ET,2007,11,7,9.3713,38.3513,2680,-9.999900e+02,unknown,4,0,0,0
ET,2007,11,8,8.5424,37.9753,2040,-9.999900e+02,unknown,5,0,0,0
ET,2007,11,8,8.6169,38.0309,2320,-9.999900e+02,unknown,5,0,0,0
ET,2007,11,8,8.6274,38.0386,2366,-9.999900e+02,unknown,5,0,0,0
ET,2007,11,8,8.6321,38.0416,2390,-9.999900e+02,unknown,4,0,0,0
ET,2007,11,8,8.6415,38.1543,2283,-9.999900e+02,unknown,5,1,1,1
ET,2007,11,8,8.6424,38.0650,2418,-9.999900e+02,unknown,4,1,1,1
ET,2007,11,8,8.6430,38.1136,2355,-9.999900e+02,Dashen,6,0,0,0
ET,2007,11,8,8.6479,38.2014,2203,-9.999900e+02,unknown,6,2,3,1
ET,2007,11,8,8.7792,38.3210,2095,-9.999900e+02,unknown,6,1,2,1
ET,2007,11,8,8.8047,38.3433,2076,-9.999900e+02,unknown,5,1,3,1
ET,2007,11,8,8.8446,38.4828,2068,-9.999900e+02,unknown,3,0,0,0
ET,2007,11,8,8.8446,38.3453,2069,-9.999900e+02,unknown,6,2,3,1
ET,2007,11,8,8.8933,38.5788,2107,-9.999900e+02,Gerado,6,0,0,0
ET,2007,11,8,8.8933,38.5788,2100,-9.999900e+02,Kubsa,6,1,2,1
ET,2007,11,8,9.0569,38.6104,2631,-9.999900e+02,unknown,5,0,0,0
ET,2007,11,8,9.0676,38.5849,2581,-9.999900e+02,unknown,6,0,0,0
ET,2007,11,9,7.7456,39.8860,2463,-9.999900e+02,Degelu,6,3,1,1
ET,2007,11,9,7.7742,39.9546,2466,1,Medawelabu,4,2,1,1
ET,2007,11,9,7.8034,39.8338,2460,2,Galama,4,1,3,1
ET,2007,11,9,7.8050,39.6574,2405,-9.999900e+02,Medawelabu,5,2,2,1
ET,2007,11,9,7.8134,39.7970,2442,2,Sofumer,5,2,1,1
ET,2007,11,9,7.8584,39.6651,2453,1,Unknown,5,2,1,1
ET,2007,11,9,8.5741,37.9423,2069,-9.999900e+02,unknown,6,0,0,0
ET,2007,11,9,8.5879,37.9387,2079,-9.999900e+02,unknown,6,1,1,1
ET,2007,11,9,8.5949,37.8544,2053,-9.999900e+02,unknown,6,0,0,0
ET,2007,11,9,8.5997,37.8118,2018,-9.999900e+02,unknown,3,1,1,1
ET,2007,11,9,8.6011,37.8963,2086,-9.999900e+02,unknown,6,0,0,0
ET,2007,11,9,8.6012,37.9171,2095,-9.999900e+02,unknown,6,1,1,1
ET,2007,11,9,8.6313,37.9025,2183,-9.999900e+02,unknown,4,0,0,0
ET,2007,11,9,8.6664,37.8875,2341,-9.999900e+02,unknown,4,0,0,0
ET,2007,11,9,8.6799,37.8877,2505,-9.999900e+02,unknown,5,1,1,1
ET,2007,11,9,8.7360,37.8798,2808,-9.999900e+02,unknown,5,0,0,0
ET,2007,11,10,7.6030,39.8422,2374,-9.999900e+02,Shena,3,1,1,1
ET,2007,11,10,7.6502,39.7867,2391,1,Medawelabu,4,1,3,1
ET,2007,11,10,7.7195,39.7279,2376,1,Medawelabu,4,2,3,1
ET,2007,11,10,7.9331,39.6029,2462,-9.999900e+02,Medawelabu,3,1,2,1
ET,2007,11,13,7.3252,38.6590,-9,1,Kubsa,5,1,1,1
ET,2007,11,13,9.2932,38.7607,2580,1,kubsa,5,1,1,1
ET,2007,11,13,9.3226,38.7607,2582,1,Improved,5,1,1,1
ET,2007,11,13,9.3356,38.3641,2622,1,Improved,5,0,0,0
ET,2007,11,13,9.3988,38.8458,2618,-9.999900e+02,own less,5,3,2,1
ET,2007,11,13,9.4293,38.8595,2619,-9.999900e+02,Improved,6,0,0,0
ET,2007,11,14,9.4293,38.8596,2589,-9.999900e+02,own less,5,3,2,1
ET,2007,11,14,9.5198,38.8742,2654,1,improved,5,0,0,0
ET,2007,11,14,9.5591,38.8800,2644,1,Improved,5,0,0,0
ET,2007,11,14,9.5961,38.6262,2696,-9.999900e+02,Improved,5,0,0,0
ET,2007,11,14,9.6447,38.9791,2601,-9.999900e+02,Mixed Local,5,0,0,0
ET,2007,11,14,9.6448,38.9789,2599,1,own less,5,1,1,1
ET,2007,11,14,9.6448,38.9789,2598,1,own less,5,1,1,1
ET,2007,11,14,9.7208,38.8235,2648,1,local,6,0,0,0
ET,2007,11,14,9.7237,38.9973,2581,1,Improved,5,1,1,1
ET,2007,11,14,9.7646,39.0022,2583,-9.999900e+02,Improved,5,0,0,0
ET,2007,11,14,9.7890,38.6923,2992,-9.999900e+02,Improved,6,2,2,1
ET,2007,11,14,9.7897,38.6908,2636,1,Improved,6,0,0,0
ET,2007,11,14,9.8105,38.6504,3027,1,Improved,5,0,0,0
ET,2007,11,15,9.6227,39.4088,2768,-9.999900e+02,Galema,5,1,1,1
ET,2007,11,15,9.6613,39.2916,2693,-9.999900e+02,Dashen,5,0,0,0
ET,2007,11,15,9.6614,39.2717,2694,-9.999900e+02,Dashen,5,0,0,0
ET,2007,11,15,9.6644,39.4896,2796,1,Improved,5,0,0,0
ET,2007,11,15,9.7387,39.2239,2654,-9.999900e+02,Dashen,5,0,0,0
ET,2007,11,15,9.7699,39.1717,2621,-9.999900e+02,Galema,5,0,0,0
ET,2007,11,15,9.7772,39.1278,2613,1,Galema,5,0,0,0
ET,2007,11,15,9.7866,39.0439,2611,1,Improved Galema,5,0,0,0
ET,2007,11,15,9.7875,39.0824,2617,1,Galema,5,0,0,0
ET,2007,11,15,9.7896,39.0053,2607,2,Improved,5,0,0,0
ET,2007,11,15,9.8013,39.2002,2637,1,Fuabel,5,0,0,0
ET,2007,11,15,9.8379,39.2101,2652,2,Galema,5,0,0,0
ET,2007,11,15,9.8379,39.2101,2653,-9.999900e+02,HAR 604,5,1,1,1
ET,2007,11,15,9.8680,39.1803,2655,3,ET -13,4,0,0,0
ET,2007,11,15,9.8881,39.1541,2664,2,HAR 604,5,0,0,0
ET,2007,11,17,9.5086,39.4322,2830,-9.999900e+02,own less,5,0,0,0
ET,2007,11,17,9.5086,39.4322,2833,-9.999900e+02,Improved,5,0,0,0
ET,2007,11,17,9.7387,39.2239,2654,-9.999900e+02,Improved,5,0,0,0
ET,2007,11,18,9.1757,39.1360,2649,-9.999900e+02,Improved mixed,5,1,1,1
ET,2007,11,18,9.3123,39.2668,2820,-9.999900e+02,Dashen,5,1,1,1
ET,2007,11,18,9.3123,39.2668,2818,-9.999900e+02,Dashen,5,1,1,1
ET,2007,11,18,9.3469,39.3059,2869,-9.999900e+02,ET -14,4,0,0,0
ET,2007,11,18,9.4588,39.3867,2862,-9.999900e+02,ET -13,4,0,0,0
ET,2007,11,26,8.9708,37.4880,2478,-9.999900e+02,unknown,4,0,0,0
ET,2007,11,26,8.9800,37.4755,2591,-9.999900e+02,Mobil,6,0,0,0
ET,2007,11,29,8.8562,36.4742,2418,-9.999900e+02,Filetema,6,1,1,1
ET,2007,11,29,8.8643,36.4772,2325,-9.999900e+02,unknown,6,1,1,1
ET,2007,11,29,8.8680,36.4747,2244,-9.999900e+02,unknown,5,1,1,1
ET,2007,11,29,8.9203,36.4742,2210,-9.999900e+02,unknown,6,1,1,1
ET,2007,11,30,8.7818,36.4822,2425,-9.999900e+02,unknown,5,1,1,1
ET,2007,11,30,8.8172,36.4815,2445,-9.999900e+02,unknown,6,1,1,1
ET,2007,11,30,9.2645,37.1058,2273,-9.999900e+02,unknown,5,0,0,0
ET,2007,11,30,9.2688,37.1134,2394,-9.999900e+02,unknown,5,1,1,1
ET,2007,11,30,9.2887,37.1130,2535,-9.999900e+02,Ow0less,5,0,0,0
ET,2007,11,30,9.3004,37.1222,2644,-9.999900e+02,unknown,5,0,0,0
ET,2007,12,1,8.9708,37.4826,2493,-9.999900e+02,unknown,5,1,1,1
ET,2007,12,1,9.0569,37.4358,2724,-9.999900e+02,unknown,4,0,0,0
ET,2007,12,1,9.0969,37.3670,2867,-9.999900e+02,unknown,4,0,0,0
ET,2007,12,1,9.1489,37.2979,2825,-9.999900e+02,unknown,5,0,0,0
ET,2007,12,1,9.2103,37.3592,2464,-9.999900e+02,unknown,5,1,1,1
ET,2007,12,1,9.2630,37.3759,2251,-9.999900e+02,unknown,6,0,0,0
ET,2007,12,1,9.3436,37.4098,2307,-9.999900e+02,unknown,6,0,0,0
ET,2007,12,1,9.4348,37.4231,2260,-9.999900e+02,unknown,6,1,1,1
ET,2007,12,1,9.5641,37.0930,2544,-9.999900e+02,unknown,5,1,1,1
ET,2007,12,1,9.5696,37.0828,2652,-9.999900e+02,unknown,5,0,0,0
ET,2007,12,1,9.5711,37.0781,2663,-9.999900e+02,unknown,4,0,0,0
ET,2007,12,1,9.5733,37.1255,2440,-9.999900e+02,unknown,5,0,0,0
ET,2007,12,1,9.5764,37.0668,2676,-9.999900e+02,unknown,4,0,0,0
ET,2007,12,1,9.5841,37.0632,2742,-9.999900e+02,unknown,4,0,0,0
ET,2007,12,1,9.5945,37.1767,2450,-9.999900e+02,unknown,5,0,0,0
ET,2007,12,1,9.6045,37.2065,2382,-9.999900e+02,unknown,6,0,0,0
ET,2007,12,1,9.6064,37.3365,2383,-9.999900e+02,unknown,5,0,0,0
ET,2007,12,1,9.6294,37.2479,2319,-9.999900e+02,unknown,5,1,1,1
ET,2007,12,1,9.6540,37.3023,2399,-9.999900e+02,unknown,6,0,0,0
ET,2007,12,6,8.6409,38.5499,2153,2,improved after kubsa,5,1,1,1
ET,2007,12,6,8.6466,38.5629,2129,-9.999900e+02,Kubsa,5,1,1,1
ET,2007,12,6,8.6865,38.5966,2267,2,Kubsa,5,1,1,1
ET,2007,12,6,8.7298,38.6448,2137,1,Kubsa,5,1,3,1
ET,2007,12,6,8.7714,38.6537,2259,-9.999900e+02,Kubsa,5,1,2,1
ET,2007,12,6,8.8299,38.6517,2113,1,Kubsa,5,1,2,1
ET,2007,12,6,8.8529,38.6580,2174,7,Kubsa,5,1,1,1
ET,2007,12,6,11.4350,38.5940,3071,-9.999900e+02,Unknown,4,0,0,0
ET,2007,12,7,8.4744,37.9556,1942,1,local,5,0,0,0
ET,2007,12,7,8.6170,37.9241,1950,1,ImpruvedET13,4,0,0,0
ET,2007,12,7,8.6429,38.1136,2305,1,local,5,1,1,1
ET,2007,12,7,8.6430,38.1137,2337,-9.999900e+02,Kubsa,5,1,1,1
ET,2007,12,7,8.8515,37.8929,2904,-9.999900e+02,triticale,3,0,0,0
ET,2007,12,7,11.3643,38.5527,2880,-9.999900e+02,Maletia,5,0,0,0
ET,2007,12,7,11.4004,38.4938,2899,-9.999900e+02,Unknown,5,0,0,0
ET,2007,12,7,11.4017,38.5542,2966,-9.999900e+02,America,5,0,0,0
ET,2007,12,7,11.4041,38.5403,2930,-9.999900e+02,Unknown,5,0,0,0
ET,2007,12,7,11.4042,38.5403,2927,-9.999900e+02,Unknown,5,0,0,0
ET,2007,12,7,11.4056,38.4730,2864,-9.999900e+02,Unknown,5,0,0,0
ET,2007,12,7,11.4758,38.4522,2963,-9.999900e+02,Unknown,4,0,0,0
ET,2007,12,7,11.4858,38.4050,2914,-9.999900e+02,Unknown,5,0,0,0
ET,2007,12,8,8.8516,37.8929,2889,2,Kubsa,5,0,0,0
ET,2007,12,8,8.9702,37.5830,2412,2,babol/improved/,5,0,0,0
ET,2007,12,8,8.9757,37.6575,2374,-9.999900e+02,Geso/improved/,5,0,0,0
ET,2007,12,8,8.9866,37.6997,2365,2,imprved,5,0,0,0
ET,2007,12,8,8.9940,37.6163,2411,1,improved/giso/,5,2,3,1
ET,2007,12,8,11.3550,38.5801,2907,-9.999900e+02,Shemete,5,0,0,0
ET,2007,12,8,11.3643,38.5528,2889,-9.999900e+02,Lasfe,5,0,0,0
ET,2007,12,8,11.3643,38.5529,2887,-9.999900e+02,Tossa,5,0,0,0
ET,2007,12,8,11.3643,38.5530,2887,-9.999900e+02,Warkage,5,0,0,0
ET,2007,12,8,11.3644,38.5528,2890,-9.999900e+02,Dinknesh,5,0,0,0
ET,2007,12,8,11.3646,38.5529,2890,-9.999900e+02,Filakit,5,0,0,0
ET,2007,12,8,11.3738,38.5513,2885,-9.999900e+02,America,5,0,0,0
ET,2007,12,8,11.3739,38.5508,2888,-9.999900e+02,America,5,0,0,0
ET,2007,12,9,8.8635,37.6920,2456,1,Kubsa,5,0,0,0
ET,2007,12,9,8.8635,37.6920,2457,1,Kubsa,6,1,1,1
ET,2007,12,9,8.8727,37.7454,2165,1,Kubsa,5,1,1,1
ET,2007,12,9,8.8970,37.7409,2153,3,Kubsa,6,2,1,1
ET,2007,12,9,8.9001,37.7424,2166,1,local,5,2,1,1
ET,2007,12,9,8.9679,37.5197,2325,2,Gise,5,0,0,0
ET,2007,12,9,8.9682,37.4963,2382,-9.999900e+02,local,5,1,1,1
ET,2007,12,9,8.9682,37.4964,2381,1,improved,5,0,0,0
ET,2007,12,9,9.0434,38.3818,2342,-9.999900e+02,Kubsa,5,1,1,1
ET,2007,12,9,11.1443,39.1502,2897,-9.999900e+02,Key sinde,5,0,0,0
ET,2007,12,9,11.1444,39.1501,2896,-9.999900e+02,Tikur sinde,2,0,0,0
ET,2007,12,9,11.2024,39.1452,2865,-9.999900e+02,Tikur sinde,4,0,0,0
ET,2007,12,9,11.2102,39.1438,2841,-9.999900e+02,Tikur sinde,5,0,0,0
ET,2007,12,9,11.3027,39.0118,2858,-9.999900e+02,Shemete,5,0,0,0
ET,2007,12,9,11.3106,39.0230,2883,-9.999900e+02,Shemete,5,0,0,0
ET,2007,12,9,11.3133,39.0405,2898,-9.999900e+02,America,4,0,0,0
ET,2007,12,9,11.3341,38.5811,2837,-9.999900e+02,Shemete,5,0,0,0
ET,2007,12,9,11.3402,39.0847,2985,-9.999900e+02,America,4,0,0,0
ET,2007,12,9,11.3403,39.0847,2985,-9.999900e+02,Shemete,4,0,0,0
ET,2007,12,9,11.3439,39.1323,2953,-9.999900e+02,Shemete,4,0,0,0
ET,2007,12,9,11.3504,38.5823,2897,-9.999900e+02,Shemete,5,0,0,0
ET,2007,12,10,8.9177,38.1070,2374,1,local,5,1,1,1
ET,2007,12,10,8.9446,38.1167,2304,2,Improved,6,3,3,1
ET,2007,12,10,8.9667,37.9132,2243,-9.999900e+02,Improved,5,1,1,1
ET,2007,12,10,8.9734,38.9883,2426,1,Improved,5,0,0,0
ET,2007,12,10,8.9822,38.1242,2221,-9.999900e+02,Improved,5,3,3,1
ET,2007,12,10,8.9970,38.0624,2362,2,Improved,5,1,3,1
ET,2007,12,10,9.0210,38.1953,2196,-9.999900e+02,Improved,5,1,3,1
ET,2007,12,10,10.4655,38.5413,2594,-9.999900e+02,Kurshit,4,0,0,0
ET,2007,12,10,10.4815,38.5851,2663,-9.999900e+02,Kurshit,4,0,0,0
ET,2007,12,10,10.4834,38.5940,2679,-9.999900e+02,Kurshit,5,0,0,0
ET,2007,12,10,11.0253,39.1223,3254,-9.999900e+02,Unknown,5,0,0,0
ET,2007,12,10,11.1131,39.1336,2990,-9.999900e+02,Unknown,4,0,0,0
ET,2007,12,11,8.9667,37.9130,2222,1,Kubsa,5,0,0,0
ET,2007,12,11,9.1121,38.4541,2552,-9.999900e+02,Improved,5,3,1,1
ET,2007,12,11,9.1499,38.4238,2565,-9.999900e+02,Kubsa,5,0,0,0
ET,2007,12,11,9.2133,38.1115,3029,1,Kubsa,5,0,0,0
ET,2007,12,11,9.3241,38.0695,2816,-9.999900e+02,Galema,5,0,0,0
ET,2007,12,11,9.3241,38.0697,2795,-9.999900e+02,Improved,5,0,0,0
ET,2007,12,11,9.3660,38.0619,2697,-9.999900e+02,Improved,5,1,1,1
ET,2007,12,12,9.2043,38.4095,2581,-9.999900e+02,Kubsa,5,0,0,0
ET,2007,12,12,9.2442,38.3963,2598,1,Kubsa,5,3,2,1
ET,2007,12,12,9.2873,38.3751,2626,-9.999900e+02,Improved,5,1,1,1
ET,2007,12,12,9.3356,38.3641,2621,-9.999900e+02,Improved,5,0,0,0
ET,2007,12,13,7.0693,40.2014,2400,2,Sofumer,4,0,0,0
ET,2007,12,13,7.0693,40.2014,2400,-9.999900e+02,Madawalabu,4,1,1,1
ET,2007,12,13,7.0746,40.1645,2423,1,Madawalabu,4,0,0,0
ET,2007,12,13,7.0835,40.1197,2419,1,Sofumer,4,0,0,0
ET,2007,12,13,7.0835,40.1197,2419,1,Tusie,4,1,3,1
ET,2007,12,13,7.0972,40.0589,2444,-9.999900e+02,Madawalabu,4,1,3,1
ET,2007,12,13,7.1029,40.1534,2408,1,Tusie,4,1,3,1
ET,2007,12,13,7.1397,40.1653,2394,1,Tusie,4,1,3,1
ET,2007,12,14,7.1326,39.8900,2651,3,Tusie,4,1,1,1
ET,2007,12,14,7.1326,39.8900,2651,2,Madawalabu,4,1,3,1
ET,2007,12,14,7.1434,39.9337,2505,1,Madawalabu,4,1,2,1
ET,2007,12,14,7.1524,40.0020,2451,1,Sofumer,4,1,3,1
ET,2007,12,14,7.1528,40.0036,2466,2,Madawalabu,4,1,1,1
ET,2007,12,14,7.1692,39.9647,2420,2,Madawalabu,4,1,3,1
ET,2007,12,14,7.1803,40.0044,2410,2,Madawalabu,4,1,3,1
ET,2007,12,14,7.2239,40.0050,2371,3,Sofumer,4,1,2,1
ET,2007,12,14,7.2563,40.0508,2355,2,Tusie,4,2,3,1
ET,2007,12,14,7.2564,40.0230,2355,1,Sofumer,4,2,1,1
ET,2007,12,14,7.2613,40.0590,2359,2,Tusie,4,1,3,1
ET,2007,12,15,7.1181,39.8574,2882,1,Madawalabu,4,0,0,0
ET,2007,12,15,7.1705,39.9835,2405,1,Madawalabu,4,1,3,1
ET,2007,12,15,7.2127,39.9642,2371,1,Madawalabu,4,1,3,1
ET,2007,12,15,7.2408,39.9440,2421,3,Tusie,4,1,1,1
ET,2007,12,15,7.2532,39.9108,2481,3,Tusie,4,1,1,1
ET,2007,12,15,7.2624,39.8770,2489,1,Madawalabu,4,1,3,1
ET,2007,12,15,7.2637,39.8377,2473,1,Madawalabu,4,1,2,1
ET,2007,12,15,7.2696,39.8704,2490,3,Sofumer,4,1,1,1
ET,2007,12,15,7.2837,39.8315,2436,2,Madawalabu,4,1,3,1
ET,2007,12,15,7.3391,39.8540,2402,2,Madawala,4,2,1,1
ET,2007,12,15,7.3455,39.8759,2356,1,Madawalabu,4,1,1,1
ET,2007,12,15,7.3529,39.8475,2380,1,Madawalabu,4,1,1,1
ET,2007,12,15,7.3534,39.8471,2380,1,Tusie,4,2,1,1
ET,2007,12,15,7.3570,39.8426,2396,2,Tusie,4,1,1,1
ET,2007,12,15,7.3604,39.8416,2389,1,Madawalabu,4,1,1,1
ET,2007,12,16,6.9297,39.9439,3272,-9.999900e+02,Falliba-|-ee,3,0,0,0
ET,2007,12,16,6.9785,40.1386,2588,2,Madawalabu,4,1,1,1
ET,2007,12,16,6.9857,40.1236,2466,1,Tusie,4,1,3,1
